web-scraper-order,web-scraper-start-url,school_name,school_name-href,print,print-href,type,ug_total_enroll,total_g_enroll,total_other_enroll,disciplines,discipline_degrees,description,faculty_departments,faculty_numbers,ug_tuition,ug_applicants,ug_offered,ug_enrolled,ug_sat,ug_act,g_tuition,g_applicants,g_offered,g_enrolled
"1553492142-156","http://profiles.asee.org/","Portland State University","http://profiles.asee.org/profiles/8035/screen/1?school_name=Portland+State+University","print entire profile","http://profiles.asee.org/profiles/8035/print_all","PUBLIC","21,841","5,444","0","[]","[{""discipline_degrees"":""Civil/Environmental Engineering""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Electrical/Computer Engineering""},{""discipline_degrees"":""Engineering Management""},{""discipline_degrees"":""Mechanical Engineering""}]","Non-Teaching, Research","[{""faculty_departments"":""Civil and Environmental Engineering""},{""faculty_departments"":""Computer Science""},{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Engineering and Technology Management""},{""faculty_departments"":""General Engineering-Deans Office""},{""faculty_departments"":""Mechanical & Materials Engineering""},{""faculty_departments"":""Systems Science""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.01""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""3.63""},{""faculty_numbers"":""0.10""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""3.74""}]","null","797","null","null","[]","[]","null","647","null","null"
"1553492785-294","http://profiles.asee.org/","City College of the City University of New York","http://profiles.asee.org/profiles/8211/screen/1?school_name=City+College+of+the+City+University+of+New+York","print entire profile","http://profiles.asee.org/profiles/8211/print_all","PUBLIC","13,186","2,561","0","[]","[{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""OUTUNIV""},{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""OUTUNIV""},{""discipline_degrees"":""INUNIV""},{""discipline_degrees"":""OUTUNIV""}]","Engineering College Description and Special Characteristics","[]","[]","null","6,959","null","null","[]","[{""ug_act"":""Math Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Reading Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Writing Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Combined Range:""},{""ug_act"":""""},{""ug_act"":""""}]","null","380","null","null"
"1553492060-138","http://profiles.asee.org/","San Diego State University","http://profiles.asee.org/profiles/8127/screen/1?school_name=San+Diego+State+University","print entire profile","http://profiles.asee.org/profiles/8127/print_all","PUBLIC","30,393","4,488","34,881","[]","[]","Applications of engineering principles and design techniques to the designing, building, and testing of an engineering system. A single project is completed in this two-course sequence, often with industry support/collaboration, and is considered complete upon presentation of an oral and a written report. In addition, issues related to ethics and engineering practice are discussed. Examples: 3D printed prosthetics, Concrete Canoe, Steel Bridge, Baja Vehicle (off-road vehicle), Electric Car, Formula Car, Human Powered Vehicle, Rail Gun, Rocket Project, UAV Project, Design Build Fly (DBF).","[]","[]","null","6,969","null","null","[]","[]","null","534","null","null"
"1553492747-286","http://profiles.asee.org/","University of Colorado Colorado Springs","http://profiles.asee.org/profiles/8049/screen/1?school_name=University+of+Colorado+Colorado+Springs","print entire profile","http://profiles.asee.org/profiles/8049/print_all","PUBLIC","10,528","2,046","","[]","[{""discipline_degrees"":""Other Engineering Disciplines""}]","Teaching, Tenure-Track: Full Professor Profiles","[{""faculty_departments"":""College of Engineering and Applied Science""},{""faculty_departments"":""Computer Science""},{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Mechanical and Aerospace Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.00""}]","null","1,393","null","null","[{""ug_sat"":""Math Range:""},{""ug_sat"":""28""},{""ug_sat"":""25""},{""ug_sat"":""Composite Range:""},{""ug_sat"":""29""},{""ug_sat"":""24""}]","[]","null","168","null","null"
"1553492326-195","http://profiles.asee.org/","University of Missouri","http://profiles.asee.org/profiles/8181/screen/1?school_name=University+of+Missouri","print entire profile","http://profiles.asee.org/profiles/8181/print_all","PUBLIC","22,503","5,956","1,407","[{""disciplines"":""Steve Devlin""},{""disciplines"":""Chi-Ren Shyu""},{""disciplines"":""Marjorie Skubic""},{""disciplines"":""Curt Davis""},{""disciplines"":""Shubhra Gangopadhyay""},{""disciplines"":""Randy Curry""},{""disciplines"":""Chi-Ren Shyu""}]","[{""discipline_degrees"":""Biological Engr. and Agricultural Engr.""},{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Engineering (General)""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Nuclear Engineering""}]","Teaching, Tenure-Track
	 
		View Gender/Ethnicity Profiles","[{""faculty_departments"":""Bioengineering""},{""faculty_departments"":""Chemical Engineering""},{""faculty_departments"":""Civil and Environmental Engineering""},{""faculty_departments"":""College of Engineering""},{""faculty_departments"":""Electrical Engineering and Computer Science""},{""faculty_departments"":""Industrial & Manufacturing Systems Engineering""},{""faculty_departments"":""Information Technology""},{""faculty_departments"":""Mechanical and Aerospace Engineering""},{""faculty_departments"":""Nuclear Science & Engineering""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.50""},{""faculty_numbers"":""0.25""},{""faculty_numbers"":""0.58""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""1.99""},{""faculty_numbers"":""0.58""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""0.25""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""4.15""}]","$15,249","1,633","1,243","389","[{""ug_sat"":""Math Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Reading Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Writing Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Combined Range:""},{""ug_sat"":""""},{""ug_sat"":""""}]","[{""ug_act"":""Math Range:""},{""ug_act"":""31""},{""ug_act"":""27""},{""ug_act"":""Composite Range:""},{""ug_act"":""32""},{""ug_act"":""27""}]","$11,509","348","139","91"
"1553492303-190","http://profiles.asee.org/","University of Nevada, Las Vegas","http://profiles.asee.org/profiles/8073/screen/1?school_name=University+of+Nevada%2C+Las+Vegas","print entire profile","http://profiles.asee.org/profiles/8073/print_all","PUBLIC","25,756","3,837","880","[]","[]","The Howard R. Hughes College of Engineering offers bachelor's, master's, and doctoral degrees to more than 2,000 students in nine departments.

With more than 70 full-time faculty, the college has created a well-rounded curriculum by combining practical and empirical knowledge with mathematical and scientific fundamentals and principles, which provides a solid foundation for a successful career in engineering and computer science.

Educate, Engage, Inspire, Innovate
We are committed to: creating hands-on experiential learning at all student
levels; fostering an environment of innovation and high-impact research;
engaging the community and collaborating internally and externally; and
inspiring each other to continue learning and overcoming challenges.

The mission of the Howard R. Hughes College of Engineering is to educate the future leaders, innovators, and entrepreneurs while discovering, integrating, and applying new engineering and computer science knowledge in service to society.

The overarching goals of the College of Engineering are to:

  1.  Enable students to achieve excellence in engineering, informatics, computer science, and construction management.
   2.  Promote the discovery, integration, dissemination and employment of new engineering, informatics, computer science, and construction management knowledge in service to society;
   3.  Enable economic growth while increasing the quality of life and maintaining the ecosystem. Our core strategy for undergraduate learning in engineering, computer science, informatics and construction management embraces four distinct objectives:
       Graduates will be technically competent in core areas within their discipline and related mathematics and sciences.
       Graduates will be able to work within a team and communicate effectively through oral, graphical, and written modalities.
       Graduates will be able to synthesize diverse information to develop creative design solutions.
       Graduates will be able to function effectively in an evolving profession.

Educational
Areas of Engineering and Computer Science covered under the college mission are: Civil and Environmental Engineering, Computer Science, Electrical and Computer Engineering and Mechanical Engineering. Undergraduate and graduate degree program in these areas provide employees to the local and regional industry. Some of these students get opportunity to become innovators and entrepreneurs due to their training and education in the college. In addition, the degree programs in Entertainment Engineering and Construction Management serve unique local needs of the hospitality industry.

Research and Development
Our graduate programs thrive due to funded research. They not only train our graduates to be innovators, but also result in innovations which can be a source of income for the university and local economic diversification.

Service
The training and knowledge imparted to our students prepares them for service to local industries and community. Students, Faculty and Staff are involved in a variety of service activities to the community and profession.","[]","[]","null","1,417","null","null","[]","[]","null","215","null","null"
"1553492733-283","http://profiles.asee.org/","Concordia University,  Montreal","http://profiles.asee.org/profiles/8148/screen/1?school_name=Concordia+University%2C++Montreal","print entire profile","http://profiles.asee.org/profiles/8148/print_all","PUBLIC","33,017","8,313","3,615","[]","[]","All Undergraduate students in the Faculty are required to complete a year-long capstone project in their final year of study.  Students are assigned to work together in groups under the direct supervision of a Faculty Member to solve a complex interdisciplinary design problem. While the scope of projects vary from one field of study to another, all engineering students participate in information gathering, reviewing case studies and performing literature surveys, participate in decisions and design processes, problem resolution and aspects related to management and team work.  Students are required to demonstrate both oral and written (technical writing) communication skills.","[]","[]","null","3,148","null","null","[{""ug_sat"":""Building, Civil & Environmental""},{""ug_sat"":""Building Environment (Acoustics, Illumination, Air Quality, Thermal Comfort)\n\t\t\t\t\t\t\t\t\t\t\tBuilding Structures;  Building Envelope Performance.\n\t\t\t\t\t\t\t\t\t\t\tConstruction Engineering and Management.\n\t\t\t\t\t\t\t\t\t\t\tEnergy Efficiency in Buildings; Wind Effects on Buildings;Solar Energy Systems for Buildings \n\t\t\t\t\t\t\t\t\t\t\tEnvironmental Engineering\n\t\t\t\t\t\t\t\t\t\t\tStructural, Structural Dynamics, and Earthquake Engineering\n\t\t\t\t\t\t\t\t\t\t\tHydraulics, Environmental Hydraulics, and Water Resources\n\t\t\t\t\t\t\t\t\t\t\tTransportation, Civil Systems, and Bridge Engineering.\n\t\t\t\t\t\t\t\t\t\t\tInfrastructure Durability and Health Monitoring Systems;Infrastructure and Asset Management.\n\t\t\t\t\t\t\t\t\t\t\tGeotechnical and Foundation Engineering.""},{""ug_sat"":""Centre for Engineering in Society""},{""ug_sat"":""Common Engineering Education\n\t\t\t\t\t\t\t\t\t\t\tComplementary Studies""},{""ug_sat"":""Chemical and Materials""},{""ug_sat"":""Utilize of CO2 rather than emit it into the atmosphere\n\t\t\t\t\t\t\t\t\t\t\tSaving of lives  by point-of-use biosensors and microfluidic paper-based devices\n\t\t\t\t\t\t\t\t\t\t\tDesign and development of smart materials for clean-energy technologies\n\t\t\t\t\t\t\t\t\t\t\tPolymers and nanomaterials for renewable energy sources and a sustainable future\n\t\t\t\t\t\t\t\t\t\t\tRemoving costly trial and error from manufacturing with new techniques to understand and modify the properties of materials.""},{""ug_sat"":""Computer Science""},{""ug_sat"":""Software Engineering; Human-Centered Software Engineering\n\t\t\t\t\t\t\t\t\t\t\tService Computing\n\t\t\t\t\t\t\t\t\t\t\tBioinformatics\n\t\t\t\t\t\t\t\t\t\t\tComputer Graphics and Visualization.\n\t\t\t\t\t\t\t\t\t\t\tNetworks: Wired, Mobile and Wireless.""},{""ug_sat"":""Computer Science""},{""ug_sat"":""Algorithms; Combinatorial Optimization.\n\t\t\t\t\t\t\t\t\t\t\tDatabases, Data Warehouses and Knowledge Base Systems;  Data and Text Mining.\n\t\t\t\t\t\t\t\t\t\t\tNetworks – Wired, Mobile and Wireless; Parallel and Distributed Computing.\n\t\t\t\t\t\t\t\t\t\t\t Numerical and Scientific Computing;Symbolic and Algebraic Computation.\n\t\t\t\t\t\t\t\t\t\t\tArtificial Intelligence and Natural Language Processing.\n\t\t\t\t\t\t\t\t\t\t\tPattern Recognition, Image Processing and Computer Vision.\n\t\t\t\t\t\t\t\t\t\t\tSemantic Web.""},{""ug_sat"":""Concordia Institute for Information  Systems Engineering (CIISE)""},{""ug_sat"":""Information Systems; Systems Engineering.\n\t\t\t\t\t\t\t\t\t\t\tTelecommunications Systems Security and Network Optimization.\n\t\t\t\t\t\t\t\t\t\t\tTelegeoinformatics and Infrastructure Management \n\t\t\t\t\t\t\t\t\t\t\tComputer Vision and Graphics;Cyper  Forensics\n\t\t\t\t\t\t\t\t\t\t\tQuality Systems Engineering; Information Systems Security and Privacy""},{""ug_sat"":""Electrical & Computer""},{""ug_sat"":""Electromagnetics.\n\t\t\t\t\t\t\t\t\t\t\tTelecommunications; Communications Protocols/Software Engineering.\n\t\t\t\t\t\t\t\t\t\t\tMicro/Nano/Electron Devices;  X-ray Sensors/ Solar Cells; Photonics/Fiber Optics Communications\n\t\t\t\t\t\t\t\t\t\t\tReal Time/Fault Tolerant Systems.\n\t\t\t\t\t\t\t\t\t\t\tSystems and Control.\n\t\t\t\t\t\t\t\t\t\t\tComputer Engineering.\n\t\t\t\t\t\t\t\t\t\t\tVLSI (Analog, Digital); Signal Processing; Power Electronics and Systems.""},{""ug_sat"":""Mechanical,  Industrial and Aerospace""},{""ug_sat"":""Aerospace; Avionics and Flight Control.\n\t\t\t\t\t\t\t\t\t\t\tBiomedical Engineering; Micro and Nano Systems.\n\t\t\t\t\t\t\t\t\t\t\tThermo-fluid and Propulsion; Renewable Energy\n\t\t\t\t\t\t\t\t\t\t\tDesign and Manufacturing; Materials Science and Composites.\n\t\t\t\t\t\t\t\t\t\t\tControl Systems and Mechatronics; \tVibrations and Vehicle Systems.\n\t\t\t\t\t\t\t\t\t\t\tOperations Research and Quality Management; \tHuman Factors and Safety.\n\t\t\t\t\t\t\t\t\t\t\tLean Manufacturing; Production and Inventory Systems; Supply Chain Management.""}]","[]","null","5,622","null","null"
"1553492241-177","http://profiles.asee.org/","Northeastern University","http://profiles.asee.org/profiles/8117/screen/1?school_name=Northeastern+University","print entire profile","http://profiles.asee.org/profiles/8117/print_all","PRIVATE","20,287","15,922","709","[{""disciplines"":""Lee Makowski""},{""disciplines"":""Akram Alshawabkeh""},{""disciplines"":""Albert-Laszlo Barabasi""},{""disciplines"":""James Benneyan""},{""disciplines"":""Ahmed Busnaina""},{""disciplines"":""Tracey Dodenhoff""},{""disciplines"":""Michael Silevitch""},{""disciplines"":""Art Kramer""},{""disciplines"":""Akram Alshawabkeh""},{""disciplines"":""Ming Wang""}]","[{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Computer Science (outside engineering)""},{""discipline_degrees"":""Computer Science (outside engineering)""},{""discipline_degrees"":""Computer Science (outside engineering)""},{""discipline_degrees"":""Computer Science (outside engineering)""},{""discipline_degrees"":""Electrical/Computer Engineering""},{""discipline_degrees"":""Engineering Management""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Engineering Management""},{""discipline_degrees"":""Environmental Engineering""},{""discipline_degrees"":""Civil/Environmental Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Other Engineering Disciplines""}]","Design projects are integrated throughout the curriculum beginning in the freshman year and culminating with the senior level capstone project in each of the five programs. Volunteer projects (community service and design competitions) are conducted through student professional society chapters.","[{""faculty_departments"":""Bioengineering""},{""faculty_departments"":""Chemical Engineering""},{""faculty_departments"":""Civil and Environmental Engineering""},{""faculty_departments"":""Computer and Information Science1""},{""faculty_departments"":""Electrical and Computer Engineering""},{""faculty_departments"":""Freshman Engineering""},{""faculty_departments"":""General Engineering - Undergraduate""},{""faculty_departments"":""Gordon Engineering Leadership""},{""faculty_departments"":""Mechanical and Industrial Engineering""},{""faculty_departments"":""Multidisciplinary MS Programs""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0.67""},{""faculty_numbers"":""0.67""},{""faculty_numbers"":""2.00""},{""faculty_numbers"":""12.00""},{""faculty_numbers"":""2.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""1.00""},{""faculty_numbers"":""0.00""},{""faculty_numbers"":""4.67""},{""faculty_numbers"":""13.67""},{""faculty_numbers"":""24.68""}]","$50,450","10,273","2,759","623","[{""ug_sat"":""Math Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Reading Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Writing Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Combined Range:""},{""ug_sat"":""""},{""ug_sat"":""""}]","[{""ug_act"":""Math Range:""},{""ug_act"":""35""},{""ug_act"":""31""},{""ug_act"":""Composite Range:""},{""ug_act"":""35""},{""ug_act"":""33""}]","$37,938","15,324","6,423","2,213"
"1553491945-113","http://profiles.asee.org/","Texas A&M University","http://profiles.asee.org/profiles/8221/screen/1?school_name=Texas+A%26M+University","print entire profile","http://profiles.asee.org/profiles/8221/print_all","PUBLIC","53,743","11,998","2,626","[]","[{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""},{""discipline_degrees"":""INCOLL""}]","Texas A&M Engineering offers a four-year undergraduate program that includes an integrated curriculum emphasizing teaming, cooperative learning and engineering fundamentals in the common freshman year, followed by three years of specialized education leading to one of sixteen majors. 

Our programs combine fundamentals of a University Core Curriculum with a specialized technical education in the College of Engineering, preparing the student to make a significant contribution to the technical workplace in the 21st century. Honors classes, Engineering Honors Program, accelerated BS/MS programs and undergraduate research projects are available to qualified students.","[]","[]","null","10,519","null","null","[]","[{""ug_act"":""Math Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Reading Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Writing Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Combined Range:""},{""ug_act"":""""},{""ug_act"":""""}]","null","8,008","null","null"
"1553491972-119","http://profiles.asee.org/","Sweet Briar College","http://profiles.asee.org/profiles/8152/screen/1?school_name=Sweet+Briar+College","print entire profile","http://profiles.asee.org/profiles/8152/print_all","","360","10","","[]","[]","Teaching, Non-Tenure-Track","[{""faculty_departments"":""A two-year community junior college where they were full-time students:""},{""faculty_departments"":""A four-year college or university where they were full-time students:""}]","[]","null","null","null","null","[]","[]","null","null","null","null"
"1553492369-204","http://profiles.asee.org/","University of Michigan","http://profiles.asee.org/profiles/8144/screen/1?school_name=University+of+Michigan","print entire profile","http://profiles.asee.org/profiles/8144/print_all","PUBLIC","30,318","13,511","2,885","[{""disciplines"":""Aerospace Engineering""},{""disciplines"":""Biomedical Engineering""},{""disciplines"":""Chemical Engineering""},{""disciplines"":""Civil/Environmental Engineering""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Computer Science (inside engineering)""},{""disciplines"":""Electrical/Computer Engineering""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Industrial/Manufacturing/Systems Engineering""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Metallurgical and Matrls. Engineering""},{""disciplines"":""Mechanical Engineering""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Nuclear Engineering""}]","[{""discipline_degrees"":""Aerospace Engineering""},{""discipline_degrees"":""Biomedical Engineering""},{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Environmental Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Computer Science (outside engineering)""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Industrial/Manufacturing/Systems Engineering""},{""discipline_degrees"":""Metallurgical and Matrls. Engineering""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Nuclear Engineering""},{""discipline_degrees"":""Engr. Science and Engr. Physics""}]","All departments have design courses as part of the curriculum.  Additionally, co-curricular student design projects include: 

Aero Design/M-Fly
Autonomous Surface Vehicle
Chemical Car
Concrete Canoe
Formula SAE
Human Powered Helicopter
Human Powered Submarine
MI Aeronautical Science Assoc.
Mars Rover
Baja Racing Team
Student Space Systems Fabrication Lab
Solar Car
Solar Drones
Steel Bridge
Better Living Using Engineering Lab
Challenge X
Experimental Aircraft
Solar Bubbles
Supermileage
RIME

For more infomation about these teams, go to:  
https://mdp.engin.umich.edu/student-organization-teams/","[{""faculty_departments"":""Aerospace Engineering""},{""faculty_departments"":""Biomedical Engineering""},{""faculty_departments"":""Chemical Engineering""},{""faculty_departments"":""Civil and Environmental Engineering""},{""faculty_departments"":""Climate and Space Sciences and Engineering""},{""faculty_departments"":""Computer Science and Engineering""},{""faculty_departments"":""Electrical Engineering and Computer Engineering""},{""faculty_departments"":""Engineering - Graduate, Other""},{""faculty_departments"":""Engineering - Undergraduate, Undeclared""},{""faculty_departments"":""Industrial and Operations Engineering""},{""faculty_departments"":""Integrative Systems and Design""},{""faculty_departments"":""Materials Science and Engineering""},{""faculty_departments"":""Mechanical Engineering""},{""faculty_departments"":""Naval Architecture and Marine Engineering""},{""faculty_departments"":""Nuclear Engineering and Radiological Sciences""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""29""},{""faculty_numbers"":""18""},{""faculty_numbers"":""25""},{""faculty_numbers"":""35""},{""faculty_numbers"":""29""},{""faculty_numbers"":""56""},{""faculty_numbers"":""70""},{""faculty_numbers"":""0""},{""faculty_numbers"":""2""},{""faculty_numbers"":""28""},{""faculty_numbers"":""0""},{""faculty_numbers"":""23""},{""faculty_numbers"":""71""},{""faculty_numbers"":""15""},{""faculty_numbers"":""25""},{""faculty_numbers"":""426""}]","$15,262","17,659","3,337","1,411","[{""ug_sat"":""Math Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Reading Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Writing Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Combined Range:""},{""ug_sat"":""""},{""ug_sat"":""""}]","[{""ug_act"":""Math Range:""},{""ug_act"":""35""},{""ug_act"":""32""},{""ug_act"":""Composite Range:""},{""ug_act"":""35""},{""ug_act"":""32""}]","$26,336","11,153","2,900","1,099"
"1553492175-163","http://profiles.asee.org/","University of Ottawa, Faculty of Engineering","http://profiles.asee.org/profiles/8229/screen/1?school_name=University+of+Ottawa%2C+Faculty+of+Engineering","print entire profile","http://profiles.asee.org/profiles/8229/print_all","PUBLIC","35,515","6,741","0","[{""disciplines"":""Industrial/Manufacturing/Systems Engineering""},{""disciplines"":""Biomedical Engineering""},{""disciplines"":""Chemical Engineering""},{""disciplines"":""Civil Engineering""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Computer Engineering""},{""disciplines"":""Computer Science (inside engineering)""},{""disciplines"":""Electrical Engineering""},{""disciplines"":""Other Engineering Disciplines""},{""disciplines"":""Engineering Management""},{""disciplines"":""Environmental Engineering""},{""disciplines"":""Mechanical Engineering""},{""disciplines"":""Biomedical Engineering""},{""disciplines"":""Other Engineering Disciplines""}]","[{""discipline_degrees"":""Aerospace Engineering""},{""discipline_degrees"":""Chemical Engineering""},{""discipline_degrees"":""Civil Engineering""},{""discipline_degrees"":""Computer Engineering""},{""discipline_degrees"":""Other Engineering Disciplines""},{""discipline_degrees"":""Computer Science (inside engineering)""},{""discipline_degrees"":""Electrical Engineering""},{""discipline_degrees"":""Mechanical Engineering""},{""discipline_degrees"":""Biomedical Engineering""}]","Non-Teaching, Research","[{""faculty_departments"":""Advanced Material Manufacturing""},{""faculty_departments"":""Biomedical Engineering""},{""faculty_departments"":""Chemical & Biological""},{""faculty_departments"":""Civil""},{""faculty_departments"":""E-Business""},{""faculty_departments"":""EECS""},{""faculty_departments"":""EECS""},{""faculty_departments"":""EECS""},{""faculty_departments"":""EECS""},{""faculty_departments"":""Engineering Management""},{""faculty_departments"":""Environmental Engineering""},{""faculty_departments"":""Mechanical""},{""faculty_departments"":""Mechanical (Biomedical)""},{""faculty_departments"":""System Science""},{""faculty_departments"":""Totals:""}]","[{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""17""},{""faculty_numbers"":""21""},{""faculty_numbers"":""0""},{""faculty_numbers"":""62""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""23""},{""faculty_numbers"":""0""},{""faculty_numbers"":""0""},{""faculty_numbers"":""123""}]","$11,685","10,427","5,128","1,062","[{""ug_sat"":""Math Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Reading Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Writing Range:""},{""ug_sat"":""""},{""ug_sat"":""""},{""ug_sat"":""Combined Range:""},{""ug_sat"":""""},{""ug_sat"":""""}]","[{""ug_act"":""Math Range:""},{""ug_act"":""""},{""ug_act"":""""},{""ug_act"":""Composite Range:""},{""ug_act"":""""},{""ug_act"":""""}]","$7,407","2,448","1,114","495"
